id	nearc2	nearc4	nearc4a	nearc4b	ed76	ed66	age76	daded	nodaded	momed	nomomed	weight	momdad14	sinmom14	step14	reg661	reg662	reg663	reg664	reg665	reg666	reg667	reg668	reg669	south66	work76	work78	lwage76	lwage78	famed	black	smsa76r	smsa78r	reg76r	reg78r	reg80r	smsa66r	wage76	wage78	wage80	noint78	noint80	enroll76	enroll78	enroll80	kww	iq	marsta76	marsta78	marsta80	libcrd14
36	0	1	1	0	12	8	26	7	0	12	0	367772	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	5.703782	5.439968	6	0	1	1	0	0	0	1	300	265	450	0	0	0	0	0	27	NA	6	6	6	1
37	0	1	1	0	18	13	32	16	0	16	0	355491	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	7.495542	NA	1	0	1	NA	0	NA	NA	1	1800	NA	NA	1	1	0	NA	NA	38	109	5	NA	NA	1
38	0	1	1	0	12	10	25	11	0	12	0	357519	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	6.023448	5.912327	6	0	1	1	0	0	0	1	413	425	530	0	0	0	0	0	43	108	1	1	1	1
39	0	1	1	0	14	12	29	9.94	1	16	0	496635	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	6.448889	6.445029	4	0	0	0	0	0	0	0	632	724	921	0	0	0	0	0	45	102	1	1	1	1
40	0	1	1	0	15	11	26	12	0	12	0	380166	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	NA	6.411318	3	0	0	0	0	0	0	0	NA	700	900	0	0	0	0	0	40	125	6	6	6	1
47	1	1	1	0	12	9	25	12	0	12	0	90339	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5.337538	NA	3	0	1	NA	0	NA	NA	1	208	NA	NA	1	1	0	NA	NA	30	106	1	NA	NA	1
48	1	1	1	0	12	10	25	9.94	1	11	0	102031	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	6.124683	6.046447	9	1	1	1	0	0	NA	1	457	486	NA	0	1	0	1	NA	40	104	6	6	NA	1
53	1	1	1	0	16	9	24	10	0	10	0	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.714171	NA	7	0	1	1	0	0	0	1	824	NA	1319	0	0	0	0	0	24	119	1	1	1	1
54	1	1	1	0	18	18	34	9.94	1	12	0	408301	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	6.357842	6.862394	4	0	1	1	0	0	NA	1	577	1099	NA	0	1	0	0	NA	47	122	1	2	NA	1
55	1	1	1	0	11	11	28	6	0	10	0	380166	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	5.541264	NA	8	0	1	NA	0	NA	NA	1	255	NA	NA	1	1	0	NA	NA	32	90	1	NA	NA	1
62	1	1	1	0	16	13	30	12	0	12	0	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.869014	7.049406	3	0	1	1	0	0	0	1	962	1325	1792	0	0	0	0	0	47	118	1	1	1	1
63	1	1	1	0	10	10	31	8	0	6	0	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.850126	6.730291	8	0	1	1	0	0	0	1	944	963	958	0	0	0	0	0	37	105	1	1	1	0
64	1	1	1	0	18	16	34	8	0	11	0	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	7.044033	7.053924	8	0	1	1	0	0	0	1	1146	1331	1548	0	0	1	1	1	43	115	1	1	1	1
68	1	1	1	0	12	12	32	9.94	1	5	0	177101	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	9	0	1	NA	0	NA	NA	1	NA	NA	NA	1	1	0	NA	NA	38	84	1	NA	NA	0
69	1	1	1	0	13	12	27	9	0	10	0	104596	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NA	5.439968	7	1	1	1	0	0	0	1	NA	265	NA	0	0	0	0	0	31	94	6	6	6	1
77	1	1	1	0	6	6	27	2	0	6	0	104596	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5.780744	6.008706	8	0	1	1	0	0	0	1	324	468	463	0	0	0	0	0	16	NA	1	5	5	1
79	1	1	1	0	11	9	24	6	0	12	0	102031	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5.459586	NA	6	1	1	NA	0	NA	NA	1	235	NA	NA	1	1	0	NA	NA	27	65	5	NA	NA	1
80	1	1	1	0	12	12	34	11	0	10	0	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.907755	NA	7	0	1	NA	0	NA	NA	1	1000	NA	NA	1	1	0	NA	NA	45	120	1	NA	NA	0
81	1	1	1	0	9	9	26	9.94	1	12	0	422407	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	6.175867	6.054643	4	0	1	1	0	0	0	1	481	490	NA	0	0	0	0	0	31	86	4	4	4	1
82	1	1	1	0	15	12	32	10	0	12	0	89826	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.436150	6.641296	6	0	1	1	0	0	0	1	624	881	1360	0	0	0	0	0	39	109	1	1	1	1
83	1	1	1	0	11	11	34	8	0	10	0	89826	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.476972	6.218080	8	0	1	1	0	0	0	1	650	577	850	0	0	0	0	0	36	72	1	1	1	0
87	1	1	1	0	12	8	24	9.94	1	10	0	102031	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	5.840642	5.900493	9	1	1	1	0	0	NA	1	344	420	NA	0	1	0	0	NA	31	NA	6	5	NA	0
90	1	1	1	0	16	9	24	12	0	10	0	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5.940171	6.184597	5	0	1	1	1	1	1	1	380	558	803	0	0	0	0	1	NA	NA	6	6	6	0
91	1	1	1	0	12	10	24	12	0	11	0	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5.866468	6.777944	5	0	1	1	0	0	0	1	353	1010	NA	0	0	0	0	0	25	101	1	1	1	1
92	1	1	1	0	13	10	25	9.94	1	12	0	369567	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	6.490724	6.516965	4	0	1	1	0	0	0	1	659	778	830	0	0	0	0	0	29	105	6	1	1	1
93	1	1	1	0	17	13	28	10	0	10	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.431331	6.371983	7	0	1	1	0	0	0	1	621	673	1106	0	0	1	0	0	48	136	1	1	1	1
97	1	1	1	0	12	10	25	10	0	11	0	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.086775	NA	7	0	1	1	0	0	0	1	440	NA	NA	0	0	0	0	0	40	101	1	1	1	1
98	1	1	1	0	12	11	26	12	0	10	0	104596	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.603944	6.544850	5	1	1	1	0	0	0	1	738	800	1106	0	0	0	0	0	34	96	6	6	1	1
99	1	1	1	0	14	9	24	11	0	12	0	102031	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	6	1	1	1	0	0	NA	1	NA	NA	NA	0	1	0	0	NA	36	104	6	1	NA	1
102	1	1	1	0	11	10	31	5	0	5	0	158413	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5.634790	5.353300	8	1	0	0	1	1	1	1	280	243	350	0	0	0	0	0	36	NA	1	1	1	0
104	1	1	1	0	13	11	26	12	0	12	0	104596	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NA	5.564021	3	1	1	1	0	0	0	1	NA	300	310	0	0	0	0	0	35	95	6	6	6	1
107	1	1	1	0	10	7	24	5	0	10.25	1	369567	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.073045	6.263812	9	0	1	1	0	0	0	1	434	604	1000	0	0	0	1	0	34	NA	1	1	1	1
108	1	1	1	0	12	11	27	9.94	1	8	0	380166	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	6.558198	6.631027	9	0	1	1	0	0	0	1	705	872	471	0	0	0	0	0	34	101	1	1	1	1
110	1	1	1	0	12	12	27	10	0	12	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.052089	6.440877	6	0	1	1	0	0	0	1	425	721	1000	0	0	0	0	0	32	91	1	1	1	1
111	1	1	1	0	12	9	24	9.94	1	4	0	369567	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	6.347389	6.480311	9	0	1	1	0	0	0	1	571	750	467	0	0	0	0	0	35	NA	1	1	1	1
112	1	1	1	0	16	14	30	12	0	12	0	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.287859	NA	3	0	1	NA	0	NA	NA	1	538	NA	NA	1	1	0	NA	NA	52	115	6	NA	NA	1
114	1	1	1	0	14	12	27	9.94	1	12	0	380166	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	NA	6.835652	4	0	1	1	0	0	0	1	NA	1070	1275	0	0	0	0	0	37	123	1	1	1	1
115	1	1	1	0	16	14	32	12	0	12	0	408301	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.606650	6.927558	3	0	1	1	0	0	0	1	740	1173	1615	0	0	0	0	0	49	113	1	1	1	1
116	1	1	1	0	13	12	32	10	0	12	0	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.511745	6.703988	6	0	1	1	0	0	0	1	673	938	1202	0	0	1	1	1	43	123	1	1	1	1
119	1	1	1	0	12	12	34	10	0	10	0	89826	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.645091	NA	7	0	1	1	0	1	0	1	769	17628	873	0	0	0	0	0	36	95	1	1	1	1
121	1	1	1	0	12	9	24	10	0	10	0	90339	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.383507	NA	7	0	1	1	0	0	NA	1	592	NA	NA	0	1	0	0	NA	26	102	1	1	NA	1
125	1	1	1	0	9	8	24	12	0	11	0	102031	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5.361292	5.381699	5	1	1	1	0	0	0	1	213	250	169	0	0	0	0	0	15	NA	6	6	6	1
127	1	1	1	0	16	16	34	12	0	12	0	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	7.354362	7.421880	3	0	1	1	0	0	0	1	1563	1923	2137	0	0	0	0	0	50	145	1	1	1	1
129	1	1	1	0	16	13	28	11	0	11	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.651572	6.729253	7	0	1	1	0	0	0	1	774	962	1053	0	0	0	0	0	35	114	1	1	1	1
131	1	1	1	0	12	10	26	8	0	9	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.396930	6.777944	8	0	1	1	1	1	1	1	600	1010	933	0	0	0	0	0	35	113	1	1	1	0
132	1	1	1	0	16	10	25	16	0	16	0	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NA	6.911228	1	0	1	1	0	0	0	1	NA	1154	1603	0	0	0	0	0	32	124	1	1	1	1
133	1	1	1	0	18	8	24	16	0	16	0	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.541030	6.667067	1	0	1	1	0	0	0	1	693	904	1432	0	0	0	0	0	24	NA	6	6	6	1
134	1	1	1	0	16	13	29	18	0	12	0	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	2	0	1	1	0	0	0	1	NA	NA	NA	0	0	0	0	0	34	NA	1	1	1	1
135	1	1	1	0	13	12	31	8	0	12	0	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.345636	6.480311	6	0	1	1	0	0	0	1	570	750	1188	0	0	0	0	0	40	93	5	4	1	1
136	1	1	1	0	14	11	28	12	0	12	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.070738	6.334129	3	0	1	1	0	0	0	1	433	648	NA	0	0	0	0	0	38	NA	5	4	1	1
137	1	1	1	0	15	13	28	12	0	12	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.287859	6.477641	3	0	1	1	0	0	0	1	538	748	846	0	0	0	1	1	37	119	2	1	1	0
138	1	1	1	0	12	10	25	12	0	9	0	369567	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.440947	NA	5	0	1	1	0	0	0	1	627	NA	NA	0	0	0	0	0	35	108	6	6	6	1
139	1	1	1	0	8	8	31	12	0	11	0	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.175867	NA	5	0	1	1	0	0	0	1	481	NA	NA	0	0	0	0	0	35	NA	1	1	1	1
141	1	1	1	0	12	10	26	6	0	11	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.300786	NA	8	0	1	1	0	0	0	1	545	NA	800	0	0	0	0	0	26	72	1	1	1	1
142	1	1	1	0	12	9	25	12	0	9	0	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.356108	6.377909	5	0	1	1	0	0	0	1	576	677	417	0	0	0	0	0	34	86	1	1	1	1
144	1	1	1	0	16	10	25	14	0	12	0	90339	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.551080	NA	2	0	1	1	0	0	0	1	700	NA	NA	0	0	0	0	0	42	123	1	4	4	1
147	1	1	1	0	16	13	28	12	0	12	0	367772	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.669498	6.708243	3	0	1	1	0	0	1	1	788	942	1322	0	0	0	1	1	38	103	1	1	1	1
148	1	1	1	0	17	12	27	12	0	12	0	367772	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.919684	6.962737	3	0	1	1	0	0	0	1	1012	1215	1619	0	0	0	1	0	42	101	1	1	1	1
149	1	1	1	0	12	8	24	12	0	10	0	357519	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.630683	6.668173	5	0	1	1	0	0	0	1	758	905	1108	0	0	0	0	0	30	NA	1	1	1	1
150	1	1	1	0	14	12	29	12	0	16	0	480445	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.398595	6.371983	2	0	1	1	0	0	NA	1	601	673	NA	0	1	1	1	NA	41	105	6	1	NA	1
151	1	1	1	0	12	8	24	9.94	1	12	0	357519	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	5.645447	6.681346	4	0	1	1	0	0	0	1	283	917	1000	0	0	0	0	0	34	NA	6	6	6	1
153	1	1	1	0	12	10	26	12	0	12	0	408636	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	3	0	1	1	0	0	0	1	NA	NA	NA	0	0	0	0	0	47	NA	1	1	1	1
154	1	1	1	0	12	8	24	12	0	12	0	397244	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	5.521461	6.074846	3	0	1	1	0	0	0	1	250	500	NA	0	0	0	0	0	29	NA	6	1	1	1
155	1	1	1	0	13	12	27	10	0	12	0	367772	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NA	5.851703	6	0	1	1	0	0	0	1	NA	400	NA	0	0	1	1	0	24	95	6	6	6	1
156	1	1	1	0	12	10	26	10	0	12	0	367772	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.214608	6.662633	6	0	1	1	0	0	0	1	500	900	850	0	0	0	0	0	33	95	1	1	1	1
157	1	1	1	0	11	10	31	8	0	6	0	480445	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.309918	NA	8	0	1	1	0	0	0	1	550	NA	1120	0	0	0	0	0	41	98	1	1	1	1
158	1	1	1	0	12	9	25	8	0	6	0	357519	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	7.041412	6.257168	8	0	1	1	0	0	0	1	1143	600	700	0	0	0	0	0	27	NA	1	1	1	1
159	1	1	1	0	18	16	31	8	0	8	0	480445	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.697034	6.868743	8	0	1	1	1	1	1	1	810	1106	800	0	0	0	0	0	39	115	4	1	1	0
164	1	1	1	0	12	11	28	9.94	1	9	0	104596	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	5.746203	5.536992	9	1	1	1	0	0	NA	1	313	292	NA	0	1	0	0	NA	20	60	6	6	NA	1
166	1	1	1	0	18	10	25	9.94	1	4	0	369567	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	6.594413	6.645826	9	0	1	1	0	0	0	1	731	885	1524	0	0	0	1	0	36	135	1	1	1	1
168	1	1	1	0	16	9	25	9	0	10	0	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.437752	6.275335	7	0	1	1	0	0	0	1	625	611	953	0	0	1	0	0	35	132	1	1	1	1
169	1	1	1	0	14	9	24	16	0	12	0	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.376727	6.374951	2	0	1	1	0	0	0	1	588	675	1000	0	0	1	0	0	33	106	1	1	1	1
170	1	1	1	0	14	11	26	12	0	12	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5.926926	6.662633	3	0	1	1	0	0	0	1	375	900	1150	0	0	1	1	0	28	113	1	1	1	1
173	1	1	1	0	16	13	29	14	0	11	0	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.705639	NA	5	0	1	NA	1	NA	NA	0	817	NA	NA	1	1	0	NA	NA	43	102	6	NA	NA	1
174	1	1	1	0	12	10	26	4	0	3	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	8	0	1	NA	0	NA	NA	1	NA	NA	NA	1	1	0	NA	NA	35	100	2	NA	NA	1
175	1	1	1	0	14	14	30	15	0	12	0	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.762730	NA	2	0	1	NA	0	NA	NA	1	865	NA	NA	1	1	0	NA	NA	32	91	1	NA	NA	1
176	1	1	1	0	15	12	28	12	0	12	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5.857933	6.170156	3	0	1	1	1	1	1	0	350	550	962	0	0	0	0	0	30	104	1	1	1	1
177	1	1	1	0	13	8	24	12	0	12	0	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5.308268	5.995803	3	0	1	1	1	1	1	1	202	462	641	0	0	0	0	0	22	NA	1	1	1	1
178	1	1	1	0	13	13	32	16	0	16	0	367470	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	6.224558	6.313863	1	0	1	1	1	1	NA	1	505	635	NA	0	1	0	0	NA	43	97	1	1	NA	1
179	1	1	1	0	17	15	30	12	0	13	0	480445	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.704414	6.745748	2	0	1	1	0	0	0	1	816	978	1417	0	0	0	0	0	41	125	1	1	1	1
181	1	1	1	0	18	11	26	14	0	12	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.437752	NA	2	0	1	NA	0	NA	NA	1	625	NA	NA	1	1	0	NA	NA	41	123	6	NA	NA	1
182	1	1	1	0	18	17	32	16	0	16	0	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.645091	6.493556	1	0	1	1	0	0	0	0	769	760	635	0	0	0	0	0	35	128	6	6	6	1
183	1	1	1	0	17	11	27	16	0	17	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.214608	6.074846	1	0	1	1	0	0	0	1	500	500	667	0	0	1	0	0	38	133	6	1	4	1
188	1	1	1	0	17	12	27	12	0	8	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.428105	6.729253	5	0	1	1	0	0	0	0	619	962	NA	0	0	1	1	1	32	114	1	1	1	1
192	1	1	1	0	12	12	30	9.94	1	8	0	480445	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	6.476972	6.411318	9	0	1	1	0	0	0	1	650	700	1000	0	0	0	0	0	40	103	1	1	1	1
194	0	1	1	0	18	13	28	10	0	12	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.645091	6.696497	6	0	1	1	0	0	0	1	769	931	1012	0	0	0	0	0	36	130	1	1	1	1
195	0	1	1	0	12	10	26	10	0	12	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.238325	6.663743	6	0	1	1	0	0	0	1	512	901	1010	0	0	0	0	0	33	97	1	1	1	1
196	0	1	1	0	18	15	31	12	0	13	0	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.437752	6.634462	2	0	1	1	0	0	0	1	625	875	1202	0	0	0	0	0	46	132	1	1	1	1
197	0	1	1	0	14	14	31	12	0	12	0	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	7.013016	NA	3	0	1	1	0	0	0	1	1111	NA	1423	0	0	0	0	0	41	98	1	1	5	1
198	0	1	1	0	13	13	28	12	0	12	0	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6.580639	6.757943	3	0	1	1	0	1	1	1	721	990	2667	0	0	0	0	0	41	108	1	1	1	1
